sdmx-attribute:refArea,dcat:measure_1_value,dcat-dimension:thing,sdmx-attribute:unitMeasure,sdmx-dimension:refPeriod
South Sudan - Aweil (Town),0.019432773105357137,Maize (white) - Retail,$/kg,2010-01-15
South Sudan - Aweil (Town),0.01680672268571428,Maize (white) - Retail,$/kg,2010-02-15
South Sudan - Aweil (Town),0.01680672268571428,Maize (white) - Retail,$/kg,2010-03-15
South Sudan - Aweil (Town),0.022058823524999993,Maize (white) - Retail,$/kg,2010-04-15
South Sudan - Aweil (Town),0.01680672268571428,Maize (white) - Retail,$/kg,2010-05-15
South Sudan - Aweil (Town),0.021008403357142852,Maize (white) - Retail,$/kg,2010-06-15
South Sudan - Aweil (Town),0.021008403357142852,Maize (white) - Retail,$/kg,2010-07-15
South Sudan - Aweil (Town),0.021008403357142852,Maize (white) - Retail,$/kg,2010-09-15
South Sudan - Aweil (Town),0.02941176469999999,Maize (white) - Retail,$/kg,2011-08-15
South Sudan - Aweil (Town),0.07983193275714283,Maize (white) - Retail,$/kg,2011-09-15
South Sudan - Aweil (Town),0.02941176469999999,Maize (white) - Retail,$/kg,2011-10-15
South Sudan - Aweil (Town),0.07142857141428569,Maize (white) - Retail,$/kg,2012-03-15
South Sudan - Aweil (Town),0.07142857141428569,Maize (white) - Retail,$/kg,2012-04-15
South Sudan - Aweil (Town),0.06617647057499998,Maize (white) - Retail,$/kg,2012-05-15
South Sudan - Aweil (Town),0.02941176469999999,Maize (white) - Retail,$/kg,2012-08-15
South Sudan - Aweil (Town),0.07983193275714283,Maize (white) - Retail,$/kg,2012-09-15
South Sudan - Aweil (Town),0.01680672268571428,Maize (white) - Retail,$/kg,2012-10-15
South Sudan - Aweil (Town),0.01785714285357142,Maize (white) - Retail,$/kg,2012-11-15
South Sudan - Aweil (Town),0.021008403357142852,Maize (white) - Retail,$/kg,2012-12-15
South Sudan - Aweil (Town),0.027310924364285706,Maize (white) - Retail,$/kg,2013-01-15
South Sudan - Aweil (Town),0.06302521007142856,Maize (white) - Retail,$/kg,2013-02-15
South Sudan - Aweil (Town),0.03361344537142856,Maize (white) - Retail,$/kg,2013-03-15
South Sudan - Aweil (Town),0.03697478990857142,Maize (white) - Retail,$/kg,2013-04-15
South Sudan - Aweil (Town),0.042016806714285704,Maize (white) - Retail,$/kg,2013-05-15
South Sudan - Aweil (Town),0.039915966378571414,Maize (white) - Retail,$/kg,2013-06-15
South Sudan - Aweil (Town),0.039915966378571414,Maize (white) - Retail,$/kg,2013-07-15
South Sudan - Aweil (Town),0.042016806714285704,Maize (white) - Retail,$/kg,2013-08-15
South Sudan - Aweil (Town),0.02415966386071428,Maize (white) - Retail,$/kg,2013-09-15
South Sudan - Aweil (Town),0.01680672268571428,Maize (white) - Retail,$/kg,2013-10-15
South Sudan - Aweil (Town),0.027310924364285706,Maize (white) - Retail,$/kg,2013-11-15
South Sudan - Aweil (Town),0.02941176469999999,Maize (white) - Retail,$/kg,2013-12-15
South Sudan - Aweil (Town),0.042016806714285704,Maize (white) - Retail,$/kg,2014-01-15
South Sudan - Aweil (Town),0.03361344537142856,Maize (white) - Retail,$/kg,2014-02-15
South Sudan - Aweil (Town),0.03361344537142856,Maize (white) - Retail,$/kg,2014-03-15
South Sudan - Aweil (Town),0.02941176469999999,Maize (white) - Retail,$/kg,2014-04-15
South Sudan - Aweil (Town),0.02941176469999999,Maize (white) - Retail,$/kg,2014-05-15
South Sudan - Aweil (Town),0.04831932772142856,Maize (white) - Retail,$/kg,2014-08-15
South Sudan - Aweil (Town),0.04621848738571427,Maize (white) - Retail,$/kg,2014-09-15
South Sudan - Aweil (Town),0.044117647049999986,Maize (white) - Retail,$/kg,2014-10-15
South Sudan - Aweil (Town),0.05252100839285712,Maize (white) - Retail,$/kg,2014-11-15
South Sudan - Aweil (Town),0.05168067225857141,Maize (white) - Retail,$/kg,2014-12-15
South Sudan - Aweil (Town),0.05042016805714284,Maize (white) - Retail,$/kg,2015-01-15
South Sudan - Aweil (Town),0.05252100839285712,Maize (white) - Retail,$/kg,2015-02-15
South Sudan - Aweil (Town),0.05252100839285712,Maize (white) - Retail,$/kg,2015-03-15
South Sudan - Aweil (Town),0.07983193275714283,Maize (white) - Retail,$/kg,2015-04-15
South Sudan - Aweil (Town),0.08067226889142855,Maize (white) - Retail,$/kg,2015-05-15
South Sudan - Aweil (Town),0.1260504201428571,Maize (white) - Retail,$/kg,2015-06-15
South Sudan - Aweil (Town),0.1260504201428571,Maize (white) - Retail,$/kg,2015-07-15
South Sudan - Aweil (Town),0.14705882349999996,Maize (white) - Retail,$/kg,2015-08-15
South Sudan - Aweil (Town),0.10084033611428568,Maize (white) - Retail,$/kg,2015-09-15
South Sudan - Aweil (Town),0.08403361342857141,Maize (white) - Retail,$/kg,2015-10-15
South Sudan - Aweil (Town),0.10504201678571425,Maize (white) - Retail,$/kg,2015-11-15
South Sudan - Aweil (Town),0.16806722685714282,Maize (white) - Retail,$/kg,2016-01-15
South Sudan - Aweil (Town),0.16806722685714282,Maize (white) - Retail,$/kg,2016-02-15
South Sudan - Aweil (Town),0.2050420167657142,Maize (white) - Retail,$/kg,2016-03-15
South Sudan - Aweil (Town),0.21848739491428565,Maize (white) - Retail,$/kg,2016-04-15
South Sudan - Aweil (Town),0.35714285707142845,Maize (white) - Retail,$/kg,2016-05-15
South Sudan - Aweil (Town),0.49915966376571413,Maize (white) - Retail,$/kg,2016-06-15
South Sudan - Aweil (Town),0.7563025208571426,Maize (white) - Retail,$/kg,2016-07-15
South Sudan - Aweil (Town),0.8193277309285711,Maize (white) - Retail,$/kg,2016-08-15
South Sudan - Aweil (Town),0.766806722535714,Maize (white) - Retail,$/kg,2016-09-15
South Sudan - Aweil (Town),0.4621848738571427,Maize (white) - Retail,$/kg,2016-10-15
South Sudan - Aweil (Town),0.5252100839285713,Maize (white) - Retail,$/kg,2016-11-15
South Sudan - Aweil (Town),0.5882352939999999,Maize (white) - Retail,$/kg,2016-12-15
South Sudan - Aweil (Town),0.6092436973571427,Maize (white) - Retail,$/kg,2017-01-15
South Sudan - Aweil (Town),0.5630252099714284,Maize (white) - Retail,$/kg,2017-02-15
South Sudan - Aweil (Town),0.7016806721285712,Maize (white) - Retail,$/kg,2017-03-15
South Sudan - Aweil (Town),0.840336134285714,Maize (white) - Retail,$/kg,2017-04-15
South Sudan - Aweil (Town),1.0504201678571425,Maize (white) - Retail,$/kg,2017-05-15
South Sudan - Aweil (Town),1.1764705879999997,Maize (white) - Retail,$/kg,2017-06-15
South Sudan - Aweil (Town),0.899159663685714,Maize (white) - Retail,$/kg,2017-07-15
South Sudan - Aweil (Town),0.8739495796571426,Maize (white) - Retail,$/kg,2017-08-15
South Sudan - Aweil (Town),0.4621848738571427,Maize (white) - Retail,$/kg,2017-10-15
South Sudan - Aweil (Town),0.4705882351999998,Maize (white) - Retail,$/kg,2017-11-15
South Sudan - Aweil (Town),0.5294117645999998,Maize (white) - Retail,$/kg,2017-12-15
South Sudan - Aweil (Town),1.1344537812857138,Maize (white) - Retail,$/kg,2018-01-15
South Sudan - Aweil (Town),1.1680672266571426,Maize (white) - Retail,$/kg,2018-03-15
South Sudan - Aweil (Town),1.3655462182142852,Maize (white) - Retail,$/kg,2018-04-15
South Sudan - Aweil (Town),2.058823528999999,Maize (white) - Retail,$/kg,2018-06-15
South Sudan - Aweil (Town),2.069327730678571,Maize (white) - Retail,$/kg,2018-07-15
South Sudan - Aweil (Town),1.8907563021428566,Maize (white) - Retail,$/kg,2018-08-15
South Sudan - Aweil (Town),1.819327730728571,Maize (white) - Retail,$/kg,2018-09-15
South Sudan - Aweil (Town),0.7689075628714284,Maize (white) - Retail,$/kg,2018-10-15
South Sudan - Aweil (Town),1.260504201428571,Maize (white) - Retail,$/kg,2018-12-15
South Sudan - Aweil (Town),0.09999999997999998,Cassava - Retail,$/kg,2015-10-15
South Sudan - Aweil (Town),0.08403361342857141,Cassava - Retail,$/kg,2015-11-15
South Sudan - Aweil (Town),0.2100840335714285,Cassava - Retail,$/kg,2016-02-15
South Sudan - Aweil (Town),0.16806722685714282,Cassava - Retail,$/kg,2016-04-15
South Sudan - Aweil (Town),0.10294117644999999,Beans (red) - Retail,$/kg,2009-05-15
South Sudan - Aweil (Town),0.110294117625,Beans (red) - Retail,$/kg,2009-06-15
South Sudan - Aweil (Town),0.1066176470375,Beans (red) - Retail,$/kg,2009-07-15
South Sudan - Aweil (Town),0.1470588235,Beans (red) - Retail,$/kg,2010-02-15
South Sudan - Aweil (Town),0.1470588235,Beans (red) - Retail,$/kg,2010-03-15
South Sudan - Aweil (Town),0.1176470588,Beans (red) - Retail,$/kg,2010-04-15
South Sudan - Aweil (Town),0.1176470588,Beans (red) - Retail,$/kg,2010-05-15
South Sudan - Aweil (Town),0.1176470588,Beans (red) - Retail,$/kg,2010-06-15
South Sudan - Aweil (Town),0.1176470588,Beans (red) - Retail,$/kg,2010-07-15
South Sudan - Aweil (Town),0.1176470588,Beans (red) - Retail,$/kg,2010-08-15
South Sudan - Aweil (Town),0.1176470588,Beans (red) - Retail,$/kg,2010-09-15
South Sudan - Aweil (Town),0.12132352938749999,Beans (red) - Retail,$/kg,2010-10-15
South Sudan - Aweil (Town),0.1176470588,Beans (red) - Retail,$/kg,2010-11-15
South Sudan - Aweil (Town),0.11470588233,Beans (red) - Retail,$/kg,2010-12-15
South Sudan - Aweil (Town),0.144607352912255,Beans (red) - Retail,$/kg,2011-01-15
South Sudan - Aweil (Town),0.13786764703124998,Beans (red) - Retail,$/kg,2011-02-15
South Sudan - Aweil (Town),0.1470588235,Beans (red) - Retail,$/kg,2011-03-15
South Sudan - Aweil (Town),0.0992647058625,Beans (red) - Retail,$/kg,2011-04-15
South Sudan - Aweil (Town),0.13235294115,Beans (red) - Retail,$/kg,2011-05-15
South Sudan - Aweil (Town),0.1470588235,Beans (red) - Retail,$/kg,2011-06-15
South Sudan - Aweil (Town),0.1470588235,Beans (red) - Retail,$/kg,2011-07-15
South Sudan - Aweil (Town),0.154411764675,Beans (red) - Retail,$/kg,2011-08-15
South Sudan - Aweil (Town),0.154411764675,Beans (red) - Retail,$/kg,2011-09-15
South Sudan - Aweil (Town),0.1470588235,Beans (red) - Retail,$/kg,2011-10-15
South Sudan - Aweil (Town),0.16666617643725498,Beans (red) - Retail,$/kg,2011-11-15
South Sudan - Aweil (Town),0.16176470585,Beans (red) - Retail,$/kg,2011-12-15
South Sudan - Aweil (Town),0.139705882325,Beans (red) - Retail,$/kg,2012-01-15
South Sudan - Aweil (Town),0.1470588235,Beans (red) - Retail,$/kg,2012-02-15
South Sudan - Aweil (Town),0.12647058820999998,Beans (red) - Retail,$/kg,2012-03-15
South Sudan - Aweil (Town),0.16911764702499998,Beans (red) - Retail,$/kg,2012-04-15
South Sudan - Aweil (Town),0.198529411725,Beans (red) - Retail,$/kg,2012-05-15
South Sudan - Aweil (Town),0.1874999999625,Beans (red) - Retail,$/kg,2012-06-15
South Sudan - Aweil (Town),0.1470588235,Beans (red) - Retail,$/kg,2012-07-15
South Sudan - Aweil (Town),0.154411764675,Beans (red) - Retail,$/kg,2012-08-15
South Sudan - Aweil (Town),0.154411764675,Beans (red) - Retail,$/kg,2012-09-15
South Sudan - Aweil (Town),0.1470588235,Beans (red) - Retail,$/kg,2012-10-15
South Sudan - Aweil (Town),0.1580882352625,Beans (red) - Retail,$/kg,2012-11-15
South Sudan - Aweil (Town),0.1470588235,Beans (red) - Retail,$/kg,2012-12-15
South Sudan - Aweil (Town),0.1470588235,Beans (red) - Retail,$/kg,2013-01-15
South Sudan - Aweil (Town),0.1507352940875,Beans (red) - Retail,$/kg,2013-02-15
South Sudan - Aweil (Town),0.1470588235,Beans (red) - Retail,$/kg,2013-03-15
South Sudan - Aweil (Town),0.1470588235,Beans (red) - Retail,$/kg,2013-04-15
South Sudan - Aweil (Town),0.14264705879499998,Beans (red) - Retail,$/kg,2013-05-15
South Sudan - Aweil (Town),0.098529411745,Beans (red) - Retail,$/kg,2013-06-15
South Sudan - Aweil (Town),0.13235294115,Beans (red) - Retail,$/kg,2013-07-15
South Sudan - Aweil (Town),0.14264705879499998,Beans (red) - Retail,$/kg,2013-08-15
South Sudan - Aweil (Town),0.098529411745,Beans (red) - Retail,$/kg,2013-09-15
South Sudan - Aweil (Town),0.124999999975,Beans (red) - Retail,$/kg,2013-10-15
South Sudan - Aweil (Town),0.139705882325,Beans (red) - Retail,$/kg,2013-11-15
South Sudan - Aweil (Town),0.154411764675,Beans (red) - Retail,$/kg,2013-12-15
South Sudan - Aweil (Town),0.1470588235,Beans (red) - Retail,$/kg,2014-01-15
South Sudan - Aweil (Town),0.10294117644999999,Beans (red) - Retail,$/kg,2014-02-15
South Sudan - Aweil (Town),0.1176470588,Beans (red) - Retail,$/kg,2014-03-15
South Sudan - Aweil (Town),0.1470588235,Beans (red) - Retail,$/kg,2014-04-15
South Sudan - Aweil (Town),0.13235294115,Beans (red) - Retail,$/kg,2014-05-15
South Sudan - Aweil (Town),0.1470588235,Beans (red) - Retail,$/kg,2014-06-15
South Sudan - Aweil (Town),0.1470588235,Beans (red) - Retail,$/kg,2014-07-15
South Sudan - Aweil (Town),0.154411764675,Beans (red) - Retail,$/kg,2014-08-15
South Sudan - Aweil (Town),0.1470588235,Beans (red) - Retail,$/kg,2014-09-15
South Sudan - Aweil (Town),0.1470588235,Beans (red) - Retail,$/kg,2014-10-15
South Sudan - Aweil (Town),0.16176470585,Beans (red) - Retail,$/kg,2014-12-15
South Sudan - Aweil (Town),0.07352941175,Beans (red) - Retail,$/kg,2015-01-15
South Sudan - Aweil (Town),0.16176470585,Beans (red) - Retail,$/kg,2015-02-15
South Sudan - Aweil (Town),0.1470588235,Beans (red) - Retail,$/kg,2015-03-15
South Sudan - Aweil (Town),0.24999999995,Beans (red) - Retail,$/kg,2015-04-15
South Sudan - Aweil (Town),0.301470588175,Beans (red) - Retail,$/kg,2015-05-15
South Sudan - Aweil (Town),0.330882352875,Beans (red) - Retail,$/kg,2015-06-15
South Sudan - Aweil (Town),0.294117647,Beans (red) - Retail,$/kg,2015-07-15
South Sudan - Aweil (Town),0.294117647,Beans (red) - Retail,$/kg,2015-08-15
South Sudan - Aweil (Town),0.294117647,Beans (red) - Retail,$/kg,2015-09-15
South Sudan - Aweil (Town),0.272058823475,Beans (red) - Retail,$/kg,2015-10-15
South Sudan - Aweil (Town),0.36764705875,Beans (red) - Retail,$/kg,2015-11-15
South Sudan - Aweil (Town),0.4411764705,Beans (red) - Retail,$/kg,2015-12-15
South Sudan - Aweil (Town),0.588235294,Beans (red) - Retail,$/kg,2016-01-15
South Sudan - Aweil (Town),0.66176470575,Beans (red) - Retail,$/kg,2016-02-15
South Sudan - Aweil (Town),0.66176470575,Beans (red) - Retail,$/kg,2016-03-15
South Sudan - Aweil (Town),0.624999999875,Beans (red) - Retail,$/kg,2016-04-15
South Sudan - Aweil (Town),0.66176470575,Beans (red) - Retail,$/kg,2016-05-15
South Sudan - Aweil (Town),1.24999999975,Beans (red) - Retail,$/kg,2016-06-15
South Sudan - Aweil (Town),1.2323529409299998,Beans (red) - Retail,$/kg,2016-07-15
South Sudan - Aweil (Town),1.948529411375,Beans (red) - Retail,$/kg,2016-08-15
South Sudan - Aweil (Town),3.4191176463749997,Beans (red) - Retail,$/kg,2016-09-15
South Sudan - Aweil (Town),1.948529411375,Beans (red) - Retail,$/kg,2016-10-15
South Sudan - Aweil (Town),2.352941176,Beans (red) - Retail,$/kg,2016-11-15
South Sudan - Aweil (Town),2.7941176464999997,Beans (red) - Retail,$/kg,2016-12-15
South Sudan - Aweil (Town),3.30882352875,Beans (red) - Retail,$/kg,2017-01-15
South Sudan - Aweil (Town),2.5588235289,Beans (red) - Retail,$/kg,2017-02-15
South Sudan - Aweil (Town),2.4558823524499998,Beans (red) - Retail,$/kg,2017-03-15
South Sudan - Aweil (Town),2.7058823523999997,Beans (red) - Retail,$/kg,2017-04-15
South Sudan - Aweil (Town),2.683823528875,Beans (red) - Retail,$/kg,2017-05-15
South Sudan - Aweil (Town),4.705882352,Beans (red) - Retail,$/kg,2017-06-15
South Sudan - Aweil (Town),2.8529411759,Beans (red) - Retail,$/kg,2017-07-15
South Sudan - Aweil (Town),3.66176470515,Beans (red) - Retail,$/kg,2017-08-15
South Sudan - Aweil (Town),3.60294117575,Beans (red) - Retail,$/kg,2017-10-15
South Sudan - Aweil (Town),3.83823529335,Beans (red) - Retail,$/kg,2017-11-15
South Sudan - Aweil (Town),5.0588235284,Beans (red) - Retail,$/kg,2017-12-15
South Sudan - Aweil (Town),5.88235294,Beans (red) - Retail,$/kg,2018-01-15
South Sudan - Aweil (Town),5.88235294,Beans (red) - Retail,$/kg,2018-03-15
South Sudan - Aweil (Town),6.176470587,Beans (red) - Retail,$/kg,2018-04-15
South Sudan - Aweil (Town),7.352941175,Beans (red) - Retail,$/kg,2018-06-15
South Sudan - Aweil (Town),6.6176470575,Beans (red) - Retail,$/kg,2018-07-15
South Sudan - Aweil (Town),6.07352941055,Beans (red) - Retail,$/kg,2018-08-15
South Sudan - Aweil (Town),6.441176469299999,Beans (red) - Retail,$/kg,2018-09-15
South Sudan - Aweil (Town),4.9705882343,Beans (red) - Retail,$/kg,2018-10-15
South Sudan - Aweil (Town),5.95588235175,Beans (red) - Retail,$/kg,2018-12-15
South Sudan - Aweil (Town),6.24999999875,Beans (red) - Retail,$/kg,2019-03-15
South Sudan - Aweil (Town),10.0,Oil (vegetable) - Retail,SSP/L,2013-04-15
South Sudan - Aweil (Town),10.0,Oil (vegetable) - Retail,SSP/L,2013-05-15
South Sudan - Aweil (Town),10.0,Oil (vegetable) - Retail,SSP/L,2013-06-15
South Sudan - Aweil (Town),10.0,Oil (vegetable) - Retail,SSP/L,2013-07-15
South Sudan - Aweil (Town),10.0,Oil (vegetable) - Retail,SSP/L,2013-08-15
South Sudan - Aweil (Town),7.7,Oil (vegetable) - Retail,SSP/L,2013-09-15
South Sudan - Aweil (Town),7.25,Oil (vegetable) - Retail,SSP/L,2013-10-15
South Sudan - Aweil (Town),8.0,Oil (vegetable) - Retail,SSP/L,2013-11-15
South Sudan - Aweil (Town),8.5,Oil (vegetable) - Retail,SSP/L,2013-12-15
South Sudan - Aweil (Town),7.0,Oil (vegetable) - Retail,SSP/L,2014-01-15
South Sudan - Aweil (Town),6.0,Oil (vegetable) - Retail,SSP/L,2014-02-15
South Sudan - Aweil (Town),10.0,Oil (vegetable) - Retail,SSP/L,2014-03-15
South Sudan - Aweil (Town),10.0,Oil (vegetable) - Retail,SSP/L,2014-04-15
South Sudan - Aweil (Town),8.0,Oil (vegetable) - Retail,SSP/L,2014-05-15
South Sudan - Aweil (Town),10.0,Oil (vegetable) - Retail,SSP/L,2014-06-15
South Sudan - Aweil (Town),10.0,Oil (vegetable) - Retail,SSP/L,2014-07-15
South Sudan - Aweil (Town),9.0,Oil (vegetable) - Retail,SSP/L,2014-08-15
South Sudan - Aweil (Town),10.0,Oil (vegetable) - Retail,SSP/L,2014-09-15
South Sudan - Aweil (Town),10.0,Oil (vegetable) - Retail,SSP/L,2014-10-15
South Sudan - Aweil (Town),10.4,Oil (vegetable) - Retail,SSP/L,2014-12-15
South Sudan - Aweil (Town),11.0,Oil (vegetable) - Retail,SSP/L,2015-01-15
South Sudan - Aweil (Town),13.0,Oil (vegetable) - Retail,SSP/L,2015-02-15
South Sudan - Aweil (Town),10.4,Oil (vegetable) - Retail,SSP/L,2015-03-15
South Sudan - Aweil (Town),15.0,Oil (vegetable) - Retail,SSP/L,2015-04-15
South Sudan - Aweil (Town),17.5,Oil (vegetable) - Retail,SSP/L,2015-05-15
South Sudan - Aweil (Town),20.0,Oil (vegetable) - Retail,SSP/L,2015-06-15
South Sudan - Aweil (Town),20.0,Oil (vegetable) - Retail,SSP/L,2015-07-15
South Sudan - Aweil (Town),20.0,Oil (vegetable) - Retail,SSP/L,2015-08-15
South Sudan - Aweil (Town),20.0,Oil (vegetable) - Retail,SSP/L,2015-09-15
South Sudan - Aweil (Town),25.0,Oil (vegetable) - Retail,SSP/L,2015-10-15
South Sudan - Aweil (Town),38.8,Oil (vegetable) - Retail,SSP/L,2015-11-15
South Sudan - Aweil (Town),30.8,Oil (vegetable) - Retail,SSP/L,2015-12-15
South Sudan - Aweil (Town),46.0,Oil (vegetable) - Retail,SSP/L,2016-01-15
South Sudan - Aweil (Town),70.0,Oil (vegetable) - Retail,SSP/L,2016-02-15
South Sudan - Aweil (Town),80.0,Oil (vegetable) - Retail,SSP/L,2016-03-15
South Sudan - Aweil (Town),83.0,Oil (vegetable) - Retail,SSP/L,2016-04-15
South Sudan - Aweil (Town),78.0,Oil (vegetable) - Retail,SSP/L,2016-05-15
South Sudan - Aweil (Town),76.2,Oil (vegetable) - Retail,SSP/L,2016-06-15
South Sudan - Aweil (Town),140.0,Oil (vegetable) - Retail,SSP/L,2016-07-15
South Sudan - Aweil (Town),182.5,Oil (vegetable) - Retail,SSP/L,2016-08-15
South Sudan - Aweil (Town),175.0,Oil (vegetable) - Retail,SSP/L,2016-09-15
South Sudan - Aweil (Town),155.0,Oil (vegetable) - Retail,SSP/L,2016-10-15
South Sudan - Aweil (Town),143.8,Oil (vegetable) - Retail,SSP/L,2016-11-15
South Sudan - Aweil (Town),125.0,Oil (vegetable) - Retail,SSP/L,2016-12-15
South Sudan - Aweil (Town),80.0,Oil (vegetable) - Retail,SSP/L,2017-01-15
South Sudan - Aweil (Town),100.0,Oil (vegetable) - Retail,SSP/L,2017-02-15
South Sudan - Aweil (Town),100.0,Oil (vegetable) - Retail,SSP/L,2017-03-15
South Sudan - Aweil (Town),115.0,Oil (vegetable) - Retail,SSP/L,2017-04-15
South Sudan - Aweil (Town),140.0,Oil (vegetable) - Retail,SSP/L,2017-05-15
