date,cmname,unit,category,price,currency,country,admname,adm1id,mktname,mktid,cmid,ptid,umid,catid,sn,default
#date,#item+name,#item+unit,#item+type,#value,#currency,#country+name,#adm1+name,#adm1+code,#name+market,,#item+code,,,#item+type+code,#meta+id,
2018-12-15,Wheat flour - Retail,KG,cereals and tubers,120.0,SSP,South Sudan,,2746,Rumbek,1390,58,15,5,1,1390_58_15_5,
2019-03-15,Wheat flour - Retail,KG,cereals and tubers,280.0,SSP,South Sudan,,2746,Rumbek,1390,58,15,5,1,1390_58_15_5,
2019-03-15,Maize (white) - Wholesale,50 KG,cereals and tubers,5500.0,SSP,South Sudan,,2746,Rumbek,1390,67,14,22,1,1390_67_14_22,
2009-10-15,Maize (white) - Retail,3.5 KG,cereals and tubers,6.0,SSP,South Sudan,,2746,Rumbek,1390,67,15,47,1,1390_67_15_47,
2009-11-15,Maize (white) - Retail,3.5 KG,cereals and tubers,6.25,SSP,South Sudan,,2746,Rumbek,1390,67,15,47,1,1390_67_15_47,
2009-12-15,Maize (white) - Retail,3.5 KG,cereals and tubers,8.0,SSP,South Sudan,,2746,Rumbek,1390,67,15,47,1,1390_67_15_47,
2010-01-15,Maize (white) - Retail,3.5 KG,cereals and tubers,8.0,SSP,South Sudan,,2746,Rumbek,1390,67,15,47,1,1390_67_15_47,
2010-02-15,Maize (white) - Retail,3.5 KG,cereals and tubers,8.0,SSP,South Sudan,,2746,Rumbek,1390,67,15,47,1,1390_67_15_47,
2010-04-15,Maize (white) - Retail,3.5 KG,cereals and tubers,15.5,SSP,South Sudan,,2746,Rumbek,1390,67,15,47,1,1390_67_15_47,
2010-06-15,Maize (white) - Retail,3.5 KG,cereals and tubers,15.5,SSP,South Sudan,,2746,Rumbek,1390,67,15,47,1,1390_67_15_47,
2010-07-15,Maize (white) - Retail,3.5 KG,cereals and tubers,8.0,SSP,South Sudan,,2746,Rumbek,1390,67,15,47,1,1390_67_15_47,
2010-09-15,Maize (white) - Retail,3.5 KG,cereals and tubers,8.5,SSP,South Sudan,,2746,Rumbek,1390,67,15,47,1,1390_67_15_47,
2010-10-15,Maize (white) - Retail,3.5 KG,cereals and tubers,9.0,SSP,South Sudan,,2746,Rumbek,1390,67,15,47,1,1390_67_15_47,
2010-11-15,Maize (white) - Retail,3.5 KG,cereals and tubers,10.0,SSP,South Sudan,,2746,Rumbek,1390,67,15,47,1,1390_67_15_47,
2010-12-15,Maize (white) - Retail,3.5 KG,cereals and tubers,10.0,SSP,South Sudan,,2746,Rumbek,1390,67,15,47,1,1390_67_15_47,
2011-01-15,Maize (white) - Retail,3.5 KG,cereals and tubers,10.0,SSP,South Sudan,,2746,Rumbek,1390,67,15,47,1,1390_67_15_47,
2011-02-15,Maize (white) - Retail,3.5 KG,cereals and tubers,9.625,SSP,South Sudan,,2746,Rumbek,1390,67,15,47,1,1390_67_15_47,
2011-03-15,Maize (white) - Retail,3.5 KG,cereals and tubers,9.3333,SSP,South Sudan,,2746,Rumbek,1390,67,15,47,1,1390_67_15_47,
2011-04-15,Maize (white) - Retail,3.5 KG,cereals and tubers,10.0,SSP,South Sudan,,2746,Rumbek,1390,67,15,47,1,1390_67_15_47,
2011-05-15,Maize (white) - Retail,3.5 KG,cereals and tubers,10.5,SSP,South Sudan,,2746,Rumbek,1390,67,15,47,1,1390_67_15_47,
2011-06-15,Maize (white) - Retail,3.5 KG,cereals and tubers,21.0,SSP,South Sudan,,2746,Rumbek,1390,67,15,47,1,1390_67_15_47,
2011-07-15,Maize (white) - Retail,3.5 KG,cereals and tubers,13.0,SSP,South Sudan,,2746,Rumbek,1390,67,15,47,1,1390_67_15_47,
2011-08-15,Maize (white) - Retail,3.5 KG,cereals and tubers,11.0,SSP,South Sudan,,2746,Rumbek,1390,67,15,47,1,1390_67_15_47,
2011-10-15,Maize (white) - Retail,3.5 KG,cereals and tubers,13.5,SSP,South Sudan,,2746,Rumbek,1390,67,15,47,1,1390_67_15_47,
2011-11-15,Maize (white) - Retail,3.5 KG,cereals and tubers,14.25,SSP,South Sudan,,2746,Rumbek,1390,67,15,47,1,1390_67_15_47,
2011-12-15,Maize (white) - Retail,3.5 KG,cereals and tubers,18.0,SSP,South Sudan,,2746,Rumbek,1390,67,15,47,1,1390_67_15_47,
2012-01-15,Maize (white) - Retail,3.5 KG,cereals and tubers,20.0,SSP,South Sudan,,2746,Rumbek,1390,67,15,47,1,1390_67_15_47,
2012-02-15,Maize (white) - Retail,3.5 KG,cereals and tubers,20.0,SSP,South Sudan,,2746,Rumbek,1390,67,15,47,1,1390_67_15_47,
2012-03-15,Maize (white) - Retail,3.5 KG,cereals and tubers,22.0,SSP,South Sudan,,2746,Rumbek,1390,67,15,47,1,1390_67_15_47,
2012-04-15,Maize (white) - Retail,3.5 KG,cereals and tubers,19.5,SSP,South Sudan,,2746,Rumbek,1390,67,15,47,1,1390_67_15_47,
2012-05-15,Maize (white) - Retail,3.5 KG,cereals and tubers,36.25,SSP,South Sudan,,2746,Rumbek,1390,67,15,47,1,1390_67_15_47,
2012-07-15,Maize (white) - Retail,3.5 KG,cereals and tubers,13.0,SSP,South Sudan,,2746,Rumbek,1390,67,15,47,1,1390_67_15_47,
2012-08-15,Maize (white) - Retail,3.5 KG,cereals and tubers,10.5,SSP,South Sudan,,2746,Rumbek,1390,67,15,47,1,1390_67_15_47,
2012-10-15,Maize (white) - Retail,3.5 KG,cereals and tubers,15.0,SSP,South Sudan,,2746,Rumbek,1390,67,15,47,1,1390_67_15_47,
2012-11-15,Maize (white) - Retail,3.5 KG,cereals and tubers,23.0,SSP,South Sudan,,2746,Rumbek,1390,67,15,47,1,1390_67_15_47,
2012-12-15,Maize (white) - Retail,3.5 KG,cereals and tubers,24.75,SSP,South Sudan,,2746,Rumbek,1390,67,15,47,1,1390_67_15_47,
2013-01-15,Maize (white) - Retail,3.5 KG,cereals and tubers,20.0,SSP,South Sudan,,2746,Rumbek,1390,67,15,47,1,1390_67_15_47,
2013-02-15,Maize (white) - Retail,3.5 KG,cereals and tubers,25.2,SSP,South Sudan,,2746,Rumbek,1390,67,15,47,1,1390_67_15_47,
2013-03-15,Maize (white) - Retail,3.5 KG,cereals and tubers,20.0,SSP,South Sudan,,2746,Rumbek,1390,67,15,47,1,1390_67_15_47,
2013-04-15,Maize (white) - Retail,3.5 KG,cereals and tubers,24.0,SSP,South Sudan,,2746,Rumbek,1390,67,15,47,1,1390_67_15_47,
2013-05-15,Maize (white) - Retail,3.5 KG,cereals and tubers,24.0,SSP,South Sudan,,2746,Rumbek,1390,67,15,47,1,1390_67_15_47,
2013-06-15,Maize (white) - Retail,3.5 KG,cereals and tubers,26.0,SSP,South Sudan,,2746,Rumbek,1390,67,15,47,1,1390_67_15_47,
2013-07-15,Maize (white) - Retail,3.5 KG,cereals and tubers,22.0,SSP,South Sudan,,2746,Rumbek,1390,67,15,47,1,1390_67_15_47,
2013-08-15,Maize (white) - Retail,3.5 KG,cereals and tubers,24.0,SSP,South Sudan,,2746,Rumbek,1390,67,15,47,1,1390_67_15_47,
2013-09-15,Maize (white) - Retail,3.5 KG,cereals and tubers,23.5,SSP,South Sudan,,2746,Rumbek,1390,67,15,47,1,1390_67_15_47,
2013-10-15,Maize (white) - Retail,3.5 KG,cereals and tubers,19.0,SSP,South Sudan,,2746,Rumbek,1390,67,15,47,1,1390_67_15_47,
2013-11-15,Maize (white) - Retail,3.5 KG,cereals and tubers,19.5,SSP,South Sudan,,2746,Rumbek,1390,67,15,47,1,1390_67_15_47,
2013-12-15,Maize (white) - Retail,3.5 KG,cereals and tubers,26.0,SSP,South Sudan,,2746,Rumbek,1390,67,15,47,1,1390_67_15_47,
2014-08-15,Maize (white) - Retail,3.5 KG,cereals and tubers,20.0,SSP,South Sudan,,2746,Rumbek,1390,67,15,47,1,1390_67_15_47,
2014-09-15,Maize (white) - Retail,3.5 KG,cereals and tubers,18.0,SSP,South Sudan,,2746,Rumbek,1390,67,15,47,1,1390_67_15_47,
2014-10-15,Maize (white) - Retail,3.5 KG,cereals and tubers,18.5,SSP,South Sudan,,2746,Rumbek,1390,67,15,47,1,1390_67_15_47,
2014-11-15,Maize (white) - Retail,3.5 KG,cereals and tubers,30.0,SSP,South Sudan,,2746,Rumbek,1390,67,15,47,1,1390_67_15_47,
2014-12-15,Maize (white) - Retail,3.5 KG,cereals and tubers,16.8,SSP,South Sudan,,2746,Rumbek,1390,67,15,47,1,1390_67_15_47,
2015-01-15,Maize (white) - Retail,3.5 KG,cereals and tubers,16.8,SSP,South Sudan,,2746,Rumbek,1390,67,15,47,1,1390_67_15_47,
2015-04-15,Maize (white) - Retail,3.5 KG,cereals and tubers,25.0,SSP,South Sudan,,2746,Rumbek,1390,67,15,47,1,1390_67_15_47,
2015-10-15,Maize (white) - Retail,3.5 KG,cereals and tubers,24.8,SSP,South Sudan,,2746,Rumbek,1390,67,15,47,1,1390_67_15_47,
2015-12-15,Maize (white) - Retail,3.5 KG,cereals and tubers,41.0,SSP,South Sudan,,2746,Rumbek,1390,67,15,47,1,1390_67_15_47,
2016-01-15,Maize (white) - Retail,3.5 KG,cereals and tubers,23.0,SSP,South Sudan,,2746,Rumbek,1390,67,15,47,1,1390_67_15_47,
2016-02-15,Maize (white) - Retail,3.5 KG,cereals and tubers,38.0,SSP,South Sudan,,2746,Rumbek,1390,67,15,47,1,1390_67_15_47,
2016-03-15,Maize (white) - Retail,3.5 KG,cereals and tubers,65.0,SSP,South Sudan,,2746,Rumbek,1390,67,15,47,1,1390_67_15_47,
2016-04-15,Maize (white) - Retail,3.5 KG,cereals and tubers,39.0,SSP,South Sudan,,2746,Rumbek,1390,67,15,47,1,1390_67_15_47,
2016-05-15,Maize (white) - Retail,3.5 KG,cereals and tubers,38.5,SSP,South Sudan,,2746,Rumbek,1390,67,15,47,1,1390_67_15_47,
2016-06-15,Maize (white) - Retail,3.5 KG,cereals and tubers,50.0,SSP,South Sudan,,2746,Rumbek,1390,67,15,47,1,1390_67_15_47,
2016-07-15,Maize (white) - Retail,3.5 KG,cereals and tubers,20.0,SSP,South Sudan,,2746,Rumbek,1390,67,15,47,1,1390_67_15_47,
2016-08-15,Maize (white) - Retail,3.5 KG,cereals and tubers,53.75,SSP,South Sudan,,2746,Rumbek,1390,67,15,47,1,1390_67_15_47,
2016-09-15,Maize (white) - Retail,3.5 KG,cereals and tubers,130.0,SSP,South Sudan,,2746,Rumbek,1390,67,15,47,1,1390_67_15_47,
2016-10-15,Maize (white) - Retail,3.5 KG,cereals and tubers,140.0,SSP,South Sudan,,2746,Rumbek,1390,67,15,47,1,1390_67_15_47,
2016-11-15,Maize (white) - Retail,3.5 KG,cereals and tubers,250.0,SSP,South Sudan,,2746,Rumbek,1390,67,15,47,1,1390_67_15_47,
2016-12-15,Maize (white) - Retail,3.5 KG,cereals and tubers,250.0,SSP,South Sudan,,2746,Rumbek,1390,67,15,47,1,1390_67_15_47,
2017-01-15,Maize (white) - Retail,3.5 KG,cereals and tubers,280.0,SSP,South Sudan,,2746,Rumbek,1390,67,15,47,1,1390_67_15_47,
2017-02-15,Maize (white) - Retail,3.5 KG,cereals and tubers,280.0,SSP,South Sudan,,2746,Rumbek,1390,67,15,47,1,1390_67_15_47,
2017-03-15,Maize (white) - Retail,3.5 KG,cereals and tubers,280.0,SSP,South Sudan,,2746,Rumbek,1390,67,15,47,1,1390_67_15_47,
2017-04-15,Maize (white) - Retail,3.5 KG,cereals and tubers,375.0,SSP,South Sudan,,2746,Rumbek,1390,67,15,47,1,1390_67_15_47,
2017-06-15,Maize (white) - Retail,3.5 KG,cereals and tubers,363.0,SSP,South Sudan,,2746,Rumbek,1390,67,15,47,1,1390_67_15_47,
2017-07-15,Maize (white) - Retail,3.5 KG,cereals and tubers,363.0,SSP,South Sudan,,2746,Rumbek,1390,67,15,47,1,1390_67_15_47,
2017-10-15,Maize (white) - Retail,3.5 KG,cereals and tubers,400.0,SSP,South Sudan,,2746,Rumbek,1390,67,15,47,1,1390_67_15_47,
2018-01-15,Maize (white) - Retail,3.5 KG,cereals and tubers,315.0,SSP,South Sudan,,2746,Rumbek,1390,67,15,47,1,1390_67_15_47,
2018-03-15,Maize (white) - Retail,3.5 KG,cereals and tubers,620.0,SSP,South Sudan,,2746,Rumbek,1390,67,15,47,1,1390_67_15_47,
2018-04-15,Maize (white) - Retail,3.5 KG,cereals and tubers,613.0,SSP,South Sudan,,2746,Rumbek,1390,67,15,47,1,1390_67_15_47,
2018-08-15,Maize (white) - Retail,3.5 KG,cereals and tubers,450.0,SSP,South Sudan,,2746,Rumbek,1390,67,15,47,1,1390_67_15_47,
2018-09-15,Maize (white) - Retail,3.5 KG,cereals and tubers,450.0,SSP,South Sudan,,2746,Rumbek,1390,67,15,47,1,1390_67_15_47,
2018-10-15,Maize (white) - Retail,3.5 KG,cereals and tubers,500.0,SSP,South Sudan,,2746,Rumbek,1390,67,15,47,1,1390_67_15_47,
2018-12-15,Maize (white) - Retail,3.5 KG,cereals and tubers,583.0,SSP,South Sudan,,2746,Rumbek,1390,67,15,47,1,1390_67_15_47,
2016-07-15,Cassava - Retail,3.5 KG,cereals and tubers,25.0,SSP,South Sudan,,2746,Rumbek,1390,68,15,47,1,1390_68_15_47,
2016-08-15,Cassava - Retail,3.5 KG,cereals and tubers,35.0,SSP,South Sudan,,2746,Rumbek,1390,68,15,47,1,1390_68_15_47,
2018-01-15,Cassava - Retail,3.5 KG,cereals and tubers,320.0,SSP,South Sudan,,2746,Rumbek,1390,68,15,47,1,1390_68_15_47,
2018-03-15,Cassava - Retail,3.5 KG,cereals and tubers,580.0,SSP,South Sudan,,2746,Rumbek,1390,68,15,47,1,1390_68_15_47,
2018-04-15,Cassava - Retail,3.5 KG,cereals and tubers,575.0,SSP,South Sudan,,2746,Rumbek,1390,68,15,47,1,1390_68_15_47,
2009-10-15,Beans (red) - Retail,KG,pulses and nuts,4.0,SSP,South Sudan,,2746,Rumbek,1390,78,15,5,5,1390_78_15_5,
2009-11-15,Beans (red) - Retail,KG,pulses and nuts,4.0,SSP,South Sudan,,2746,Rumbek,1390,78,15,5,5,1390_78_15_5,
2009-12-15,Beans (red) - Retail,KG,pulses and nuts,4.5,SSP,South Sudan,,2746,Rumbek,1390,78,15,5,5,1390_78_15_5,
2010-01-15,Beans (red) - Retail,KG,pulses and nuts,4.0,SSP,South Sudan,,2746,Rumbek,1390,78,15,5,5,1390_78_15_5,
2010-02-15,Beans (red) - Retail,KG,pulses and nuts,4.0,SSP,South Sudan,,2746,Rumbek,1390,78,15,5,5,1390_78_15_5,
2010-04-15,Beans (red) - Retail,KG,pulses and nuts,4.25,SSP,South Sudan,,2746,Rumbek,1390,78,15,5,5,1390_78_15_5,
2010-06-15,Beans (red) - Retail,KG,pulses and nuts,4.5,SSP,South Sudan,,2746,Rumbek,1390,78,15,5,5,1390_78_15_5,
2010-07-15,Beans (red) - Retail,KG,pulses and nuts,5.0,SSP,South Sudan,,2746,Rumbek,1390,78,15,5,5,1390_78_15_5,
2010-09-15,Beans (red) - Retail,KG,pulses and nuts,6.0,SSP,South Sudan,,2746,Rumbek,1390,78,15,5,5,1390_78_15_5,
2010-10-15,Beans (red) - Retail,KG,pulses and nuts,5.5,SSP,South Sudan,,2746,Rumbek,1390,78,15,5,5,1390_78_15_5,
2010-11-15,Beans (red) - Retail,KG,pulses and nuts,5.0,SSP,South Sudan,,2746,Rumbek,1390,78,15,5,5,1390_78_15_5,
2010-12-15,Beans (red) - Retail,KG,pulses and nuts,5.3333,SSP,South Sudan,,2746,Rumbek,1390,78,15,5,5,1390_78_15_5,
2011-01-15,Beans (red) - Retail,KG,pulses and nuts,5.0,SSP,South Sudan,,2746,Rumbek,1390,78,15,5,5,1390_78_15_5,
2011-02-15,Beans (red) - Retail,KG,pulses and nuts,4.625,SSP,South Sudan,,2746,Rumbek,1390,78,15,5,5,1390_78_15_5,
2011-04-15,Beans (red) - Retail,KG,pulses and nuts,5.0,SSP,South Sudan,,2746,Rumbek,1390,78,15,5,5,1390_78_15_5,
2011-05-15,Beans (red) - Retail,KG,pulses and nuts,5.0,SSP,South Sudan,,2746,Rumbek,1390,78,15,5,5,1390_78_15_5,
2011-07-15,Beans (red) - Retail,KG,pulses and nuts,10.0,SSP,South Sudan,,2746,Rumbek,1390,78,15,5,5,1390_78_15_5,
2011-08-15,Beans (red) - Retail,KG,pulses and nuts,10.0,SSP,South Sudan,,2746,Rumbek,1390,78,15,5,5,1390_78_15_5,
2011-10-15,Beans (red) - Retail,KG,pulses and nuts,10.875,SSP,South Sudan,,2746,Rumbek,1390,78,15,5,5,1390_78_15_5,
2011-11-15,Beans (red) - Retail,KG,pulses and nuts,10.0,SSP,South Sudan,,2746,Rumbek,1390,78,15,5,5,1390_78_15_5,
2011-12-15,Beans (red) - Retail,KG,pulses and nuts,10.0,SSP,South Sudan,,2746,Rumbek,1390,78,15,5,5,1390_78_15_5,
2012-01-15,Beans (red) - Retail,KG,pulses and nuts,9.5,SSP,South Sudan,,2746,Rumbek,1390,78,15,5,5,1390_78_15_5,
2012-02-15,Beans (red) - Retail,KG,pulses and nuts,10.0,SSP,South Sudan,,2746,Rumbek,1390,78,15,5,5,1390_78_15_5,
2012-07-15,Beans (red) - Retail,KG,pulses and nuts,10.0,SSP,South Sudan,,2746,Rumbek,1390,78,15,5,5,1390_78_15_5,
2012-08-15,Beans (red) - Retail,KG,pulses and nuts,10.0,SSP,South Sudan,,2746,Rumbek,1390,78,15,5,5,1390_78_15_5,
2012-11-15,Beans (red) - Retail,KG,pulses and nuts,10.0,SSP,South Sudan,,2746,Rumbek,1390,78,15,5,5,1390_78_15_5,
2012-12-15,Beans (red) - Retail,KG,pulses and nuts,10.0,SSP,South Sudan,,2746,Rumbek,1390,78,15,5,5,1390_78_15_5,
2013-01-15,Beans (red) - Retail,KG,pulses and nuts,10.0,SSP,South Sudan,,2746,Rumbek,1390,78,15,5,5,1390_78_15_5,
2013-02-15,Beans (red) - Retail,KG,pulses and nuts,10.0,SSP,South Sudan,,2746,Rumbek,1390,78,15,5,5,1390_78_15_5,
2013-03-15,Beans (red) - Retail,KG,pulses and nuts,8.0,SSP,South Sudan,,2746,Rumbek,1390,78,15,5,5,1390_78_15_5,
2013-04-15,Beans (red) - Retail,KG,pulses and nuts,10.0,SSP,South Sudan,,2746,Rumbek,1390,78,15,5,5,1390_78_15_5,
2013-05-15,Beans (red) - Retail,KG,pulses and nuts,10.0,SSP,South Sudan,,2746,Rumbek,1390,78,15,5,5,1390_78_15_5,
2013-06-15,Beans (red) - Retail,KG,pulses and nuts,10.0,SSP,South Sudan,,2746,Rumbek,1390,78,15,5,5,1390_78_15_5,
2013-07-15,Beans (red) - Retail,KG,pulses and nuts,9.0,SSP,South Sudan,,2746,Rumbek,1390,78,15,5,5,1390_78_15_5,
2013-08-15,Beans (red) - Retail,KG,pulses and nuts,10.0,SSP,South Sudan,,2746,Rumbek,1390,78,15,5,5,1390_78_15_5,
2013-09-15,Beans (red) - Retail,KG,pulses and nuts,10.0,SSP,South Sudan,,2746,Rumbek,1390,78,15,5,5,1390_78_15_5,
2013-10-15,Beans (red) - Retail,KG,pulses and nuts,11.75,SSP,South Sudan,,2746,Rumbek,1390,78,15,5,5,1390_78_15_5,
2013-11-15,Beans (red) - Retail,KG,pulses and nuts,10.0,SSP,South Sudan,,2746,Rumbek,1390,78,15,5,5,1390_78_15_5,
2013-12-15,Beans (red) - Retail,KG,pulses and nuts,10.0,SSP,South Sudan,,2746,Rumbek,1390,78,15,5,5,1390_78_15_5,
2014-08-15,Beans (red) - Retail,KG,pulses and nuts,11.0,SSP,South Sudan,,2746,Rumbek,1390,78,15,5,5,1390_78_15_5,
2014-09-15,Beans (red) - Retail,KG,pulses and nuts,10.0,SSP,South Sudan,,2746,Rumbek,1390,78,15,5,5,1390_78_15_5,
2014-10-15,Beans (red) - Retail,KG,pulses and nuts,12.5,SSP,South Sudan,,2746,Rumbek,1390,78,15,5,5,1390_78_15_5,
2014-11-15,Beans (red) - Retail,KG,pulses and nuts,12.0,SSP,South Sudan,,2746,Rumbek,1390,78,15,5,5,1390_78_15_5,
2014-12-15,Beans (red) - Retail,KG,pulses and nuts,13.8,SSP,South Sudan,,2746,Rumbek,1390,78,15,5,5,1390_78_15_5,
2015-01-15,Beans (red) - Retail,KG,pulses and nuts,13.8,SSP,South Sudan,,2746,Rumbek,1390,78,15,5,5,1390_78_15_5,
2015-04-15,Beans (red) - Retail,KG,pulses and nuts,15.0,SSP,South Sudan,,2746,Rumbek,1390,78,15,5,5,1390_78_15_5,
2015-05-15,Beans (red) - Retail,KG,pulses and nuts,13.0,SSP,South Sudan,,2746,Rumbek,1390,78,15,5,5,1390_78_15_5,
2015-06-15,Beans (red) - Retail,KG,pulses and nuts,13.75,SSP,South Sudan,,2746,Rumbek,1390,78,15,5,5,1390_78_15_5,
2015-07-15,Beans (red) - Retail,KG,pulses and nuts,18.75,SSP,South Sudan,,2746,Rumbek,1390,78,15,5,5,1390_78_15_5,
2015-08-15,Beans (red) - Retail,KG,pulses and nuts,25.25,SSP,South Sudan,,2746,Rumbek,1390,78,15,5,5,1390_78_15_5,
2015-09-15,Beans (red) - Retail,KG,pulses and nuts,25.0,SSP,South Sudan,,2746,Rumbek,1390,78,15,5,5,1390_78_15_5,
2015-10-15,Beans (red) - Retail,KG,pulses and nuts,26.2,SSP,South Sudan,,2746,Rumbek,1390,78,15,5,5,1390_78_15_5,
2015-11-15,Beans (red) - Retail,KG,pulses and nuts,31.2,SSP,South Sudan,,2746,Rumbek,1390,78,15,5,5,1390_78_15_5,
2016-01-15,Beans (red) - Retail,KG,pulses and nuts,39.0,SSP,South Sudan,,2746,Rumbek,1390,78,15,5,5,1390_78_15_5,
2016-02-15,Beans (red) - Retail,KG,pulses and nuts,30.0,SSP,South Sudan,,2746,Rumbek,1390,78,15,5,5,1390_78_15_5,
2016-03-15,Beans (red) - Retail,KG,pulses and nuts,37.5,SSP,South Sudan,,2746,Rumbek,1390,78,15,5,5,1390_78_15_5,
2016-04-15,Beans (red) - Retail,KG,pulses and nuts,33.0,SSP,South Sudan,,2746,Rumbek,1390,78,15,5,5,1390_78_15_5,
2016-05-15,Beans (red) - Retail,KG,pulses and nuts,42.5,SSP,South Sudan,,2746,Rumbek,1390,78,15,5,5,1390_78_15_5,
2016-06-15,Beans (red) - Retail,KG,pulses and nuts,48.0,SSP,South Sudan,,2746,Rumbek,1390,78,15,5,5,1390_78_15_5,
2016-07-15,Beans (red) - Retail,KG,pulses and nuts,46.0,SSP,South Sudan,,2746,Rumbek,1390,78,15,5,5,1390_78_15_5,
2016-08-15,Beans (red) - Retail,KG,pulses and nuts,48.0,SSP,South Sudan,,2746,Rumbek,1390,78,15,5,5,1390_78_15_5,
2016-09-15,Beans (red) - Retail,KG,pulses and nuts,100.0,SSP,South Sudan,,2746,Rumbek,1390,78,15,5,5,1390_78_15_5,
2016-10-15,Beans (red) - Retail,KG,pulses and nuts,102.5,SSP,South Sudan,,2746,Rumbek,1390,78,15,5,5,1390_78_15_5,
2016-11-15,Beans (red) - Retail,KG,pulses and nuts,110.0,SSP,South Sudan,,2746,Rumbek,1390,78,15,5,5,1390_78_15_5,
2016-12-15,Beans (red) - Retail,KG,pulses and nuts,110.0,SSP,South Sudan,,2746,Rumbek,1390,78,15,5,5,1390_78_15_5,
2017-01-15,Beans (red) - Retail,KG,pulses and nuts,160.0,SSP,South Sudan,,2746,Rumbek,1390,78,15,5,5,1390_78_15_5,
2017-02-15,Beans (red) - Retail,KG,pulses and nuts,180.0,SSP,South Sudan,,2746,Rumbek,1390,78,15,5,5,1390_78_15_5,
2017-03-15,Beans (red) - Retail,KG,pulses and nuts,200.0,SSP,South Sudan,,2746,Rumbek,1390,78,15,5,5,1390_78_15_5,
2017-04-15,Beans (red) - Retail,KG,pulses and nuts,190.0,SSP,South Sudan,,2746,Rumbek,1390,78,15,5,5,1390_78_15_5,
2017-06-15,Beans (red) - Retail,KG,pulses and nuts,230.0,SSP,South Sudan,,2746,Rumbek,1390,78,15,5,5,1390_78_15_5,
2017-07-15,Beans (red) - Retail,KG,pulses and nuts,230.0,SSP,South Sudan,,2746,Rumbek,1390,78,15,5,5,1390_78_15_5,
2017-08-15,Beans (red) - Retail,KG,pulses and nuts,211.0,SSP,South Sudan,,2746,Rumbek,1390,78,15,5,5,1390_78_15_5,
2017-09-15,Beans (red) - Retail,KG,pulses and nuts,192.0,SSP,South Sudan,,2746,Rumbek,1390,78,15,5,5,1390_78_15_5,
2017-10-15,Beans (red) - Retail,KG,pulses and nuts,200.0,SSP,South Sudan,,2746,Rumbek,1390,78,15,5,5,1390_78_15_5,
2017-11-15,Beans (red) - Retail,KG,pulses and nuts,190.0,SSP,South Sudan,,2746,Rumbek,1390,78,15,5,5,1390_78_15_5,
2017-12-15,Beans (red) - Retail,KG,pulses and nuts,295.0,SSP,South Sudan,,2746,Rumbek,1390,78,15,5,5,1390_78_15_5,
2018-01-15,Beans (red) - Retail,KG,pulses and nuts,400.0,SSP,South Sudan,,2746,Rumbek,1390,78,15,5,5,1390_78_15_5,
2018-03-15,Beans (red) - Retail,KG,pulses and nuts,440.0,SSP,South Sudan,,2746,Rumbek,1390,78,15,5,5,1390_78_15_5,
2018-04-15,Beans (red) - Retail,KG,pulses and nuts,438.0,SSP,South Sudan,,2746,Rumbek,1390,78,15,5,5,1390_78_15_5,
2018-05-15,Beans (red) - Retail,KG,pulses and nuts,460.0,SSP,South Sudan,,2746,Rumbek,1390,78,15,5,5,1390_78_15_5,
2018-06-15,Beans (red) - Retail,KG,pulses and nuts,448.75,SSP,South Sudan,,2746,Rumbek,1390,78,15,5,5,1390_78_15_5,
2018-07-15,Beans (red) - Retail,KG,pulses and nuts,437.5,SSP,South Sudan,,2746,Rumbek,1390,78,15,5,5,1390_78_15_5,
2018-08-15,Beans (red) - Retail,KG,pulses and nuts,413.0,SSP,South Sudan,,2746,Rumbek,1390,78,15,5,5,1390_78_15_5,
2018-09-15,Beans (red) - Retail,KG,pulses and nuts,400.0,SSP,South Sudan,,2746,Rumbek,1390,78,15,5,5,1390_78_15_5,
2018-10-15,Beans (red) - Retail,KG,pulses and nuts,260.0,SSP,South Sudan,,2746,Rumbek,1390,78,15,5,5,1390_78_15_5,
2018-12-15,Beans (red) - Retail,KG,pulses and nuts,500.0,SSP,South Sudan,,2746,Rumbek,1390,78,15,5,5,1390_78_15_5,
2019-03-15,Beans (red) - Retail,KG,pulses and nuts,400.0,SSP,South Sudan,,2746,Rumbek,1390,78,15,5,5,1390_78_15_5,
2013-04-15,Oil (vegetable) - Retail,L,oil and fats,15.8,SSP,South Sudan,,2746,Rumbek,1390,96,15,15,6,1390_96_15_15,
2013-05-15,Oil (vegetable) - Retail,L,oil and fats,16.0,SSP,South Sudan,,2746,Rumbek,1390,96,15,15,6,1390_96_15_15,
2013-06-15,Oil (vegetable) - Retail,L,oil and fats,16.0,SSP,South Sudan,,2746,Rumbek,1390,96,15,15,6,1390_96_15_15,
2013-07-15,Oil (vegetable) - Retail,L,oil and fats,13.5,SSP,South Sudan,,2746,Rumbek,1390,96,15,15,6,1390_96_15_15,
