sdmx-dimension:refPeriod,sdmx-attribute:unitMeasure,dcat-dimension:thing,dcat:measure_1_value,sdmx-attribute:refArea
2013-12-15,SSP/L,Fuel (diesel) - Retail,10.0,South Sudan - Aweil (Town)
2014-01-15,SSP/L,Fuel (diesel) - Retail,10.0,South Sudan - Aweil (Town)
2014-02-15,SSP/L,Fuel (diesel) - Retail,10.0,South Sudan - Aweil (Town)
2014-03-15,SSP/L,Fuel (diesel) - Retail,10.0,South Sudan - Aweil (Town)
2014-04-15,SSP/L,Fuel (diesel) - Retail,10.0,South Sudan - Aweil (Town)
2014-05-15,SSP/L,Fuel (diesel) - Retail,10.0,South Sudan - Aweil (Town)
2014-06-15,SSP/L,Fuel (diesel) - Retail,10.0,South Sudan - Aweil (Town)
2014-07-15,SSP/L,Fuel (diesel) - Retail,8.0,South Sudan - Aweil (Town)
2015-05-15,SSP/L,Fuel (diesel) - Retail,15.5,South Sudan - Aweil (Town)
2015-06-15,SSP/L,Fuel (diesel) - Retail,21.2,South Sudan - Aweil (Town)
2015-07-15,SSP/L,Fuel (diesel) - Retail,16.2,South Sudan - Aweil (Town)
2015-08-15,SSP/L,Fuel (diesel) - Retail,16.8,South Sudan - Aweil (Town)
2015-09-15,SSP/L,Fuel (diesel) - Retail,17.0,South Sudan - Aweil (Town)
2015-10-15,SSP/L,Fuel (diesel) - Retail,17.0,South Sudan - Aweil (Town)
2015-11-15,SSP/L,Fuel (diesel) - Retail,23.8,South Sudan - Aweil (Town)
2016-01-15,SSP/L,Fuel (diesel) - Retail,29.0,South Sudan - Aweil (Town)
2016-02-15,SSP/L,Fuel (diesel) - Retail,28.0,South Sudan - Aweil (Town)
2016-03-15,SSP/L,Fuel (diesel) - Retail,31.0,South Sudan - Aweil (Town)
2016-04-15,SSP/L,Fuel (diesel) - Retail,30.8,South Sudan - Aweil (Town)
2016-05-15,SSP/L,Fuel (diesel) - Retail,35.0,South Sudan - Aweil (Town)
2016-06-15,SSP/L,Fuel (diesel) - Retail,33.0,South Sudan - Aweil (Town)
2016-07-15,SSP/L,Fuel (diesel) - Retail,100.0,South Sudan - Aweil (Town)
2016-08-15,SSP/L,Fuel (diesel) - Retail,83.8,South Sudan - Aweil (Town)
2016-09-15,SSP/L,Fuel (diesel) - Retail,167.5,South Sudan - Aweil (Town)
2016-10-15,SSP/L,Fuel (diesel) - Retail,152.5,South Sudan - Aweil (Town)
2016-11-15,SSP/L,Fuel (diesel) - Retail,165.0,South Sudan - Aweil (Town)
2016-12-15,SSP/L,Fuel (diesel) - Retail,170.0,South Sudan - Aweil (Town)
2017-01-15,SSP/L,Fuel (diesel) - Retail,101.25,South Sudan - Aweil (Town)
2017-02-15,SSP/L,Fuel (diesel) - Retail,130.0,South Sudan - Aweil (Town)
2017-03-15,SSP/L,Fuel (diesel) - Retail,110.0,South Sudan - Aweil (Town)
2017-04-15,SSP/L,Fuel (diesel) - Retail,158.0,South Sudan - Aweil (Town)
2017-05-15,SSP/L,Fuel (diesel) - Retail,165.0,South Sudan - Aweil (Town)
2017-06-15,SSP/L,Fuel (diesel) - Retail,166.0,South Sudan - Aweil (Town)
2017-07-15,SSP/L,Fuel (diesel) - Retail,170.0,South Sudan - Aweil (Town)
2017-08-15,SSP/L,Fuel (diesel) - Retail,252.0,South Sudan - Aweil (Town)
2017-10-15,SSP/L,Fuel (diesel) - Retail,260.0,South Sudan - Aweil (Town)
2017-11-15,SSP/L,Fuel (diesel) - Retail,286.0,South Sudan - Aweil (Town)
2017-12-15,SSP/L,Fuel (diesel) - Retail,264.0,South Sudan - Aweil (Town)
2018-01-15,SSP/L,Fuel (diesel) - Retail,176.0,South Sudan - Aweil (Town)
2018-07-15,SSP/L,Fuel (diesel) - Retail,450.0,South Sudan - Aweil (Town)
2018-08-15,SSP/L,Fuel (diesel) - Retail,280.0,South Sudan - Aweil (Town)
2012-01-15,SSP/L,Fuel (petrol-gasoline) - Retail,12.0,South Sudan - Aweil (Town)
2012-02-15,SSP/L,Fuel (petrol-gasoline) - Retail,10.5,South Sudan - Aweil (Town)
2012-03-15,SSP/L,Fuel (petrol-gasoline) - Retail,10.0,South Sudan - Aweil (Town)
2012-04-15,SSP/L,Fuel (petrol-gasoline) - Retail,16.5,South Sudan - Aweil (Town)
2012-05-15,SSP/L,Fuel (petrol-gasoline) - Retail,16.0,South Sudan - Aweil (Town)
2012-06-15,SSP/L,Fuel (petrol-gasoline) - Retail,24.75,South Sudan - Aweil (Town)
2012-07-15,SSP/L,Fuel (petrol-gasoline) - Retail,25.0,South Sudan - Aweil (Town)
2012-08-15,SSP/L,Fuel (petrol-gasoline) - Retail,22.5,South Sudan - Aweil (Town)
2012-09-15,SSP/L,Fuel (petrol-gasoline) - Retail,18.75,South Sudan - Aweil (Town)
2012-10-15,SSP/L,Fuel (petrol-gasoline) - Retail,16.0,South Sudan - Aweil (Town)
2012-11-15,SSP/L,Fuel (petrol-gasoline) - Retail,16.0,South Sudan - Aweil (Town)
2012-12-15,SSP/L,Fuel (petrol-gasoline) - Retail,16.0,South Sudan - Aweil (Town)
2013-01-15,SSP/L,Fuel (petrol-gasoline) - Retail,15.5,South Sudan - Aweil (Town)
2013-02-15,SSP/L,Fuel (petrol-gasoline) - Retail,10.0,South Sudan - Aweil (Town)
2013-03-15,SSP/L,Fuel (petrol-gasoline) - Retail,9.25,South Sudan - Aweil (Town)
2013-04-15,SSP/L,Fuel (petrol-gasoline) - Retail,10.0,South Sudan - Aweil (Town)
2013-05-15,SSP/L,Fuel (petrol-gasoline) - Retail,10.0,South Sudan - Aweil (Town)
2013-06-15,SSP/L,Fuel (petrol-gasoline) - Retail,9.75,South Sudan - Aweil (Town)
2013-07-15,SSP/L,Fuel (petrol-gasoline) - Retail,9.125,South Sudan - Aweil (Town)
2013-08-15,SSP/L,Fuel (petrol-gasoline) - Retail,10.0,South Sudan - Aweil (Town)
2013-09-15,SSP/L,Fuel (petrol-gasoline) - Retail,10.0,South Sudan - Aweil (Town)
2013-10-15,SSP/L,Fuel (petrol-gasoline) - Retail,10.0,South Sudan - Aweil (Town)
2013-11-15,SSP/L,Fuel (petrol-gasoline) - Retail,10.0,South Sudan - Aweil (Town)
2013-12-15,SSP/L,Fuel (petrol-gasoline) - Retail,11.0,South Sudan - Aweil (Town)
2014-01-15,SSP/L,Fuel (petrol-gasoline) - Retail,12.0,South Sudan - Aweil (Town)
2014-02-15,SSP/L,Fuel (petrol-gasoline) - Retail,10.0,South Sudan - Aweil (Town)
2014-03-15,SSP/L,Fuel (petrol-gasoline) - Retail,10.0,South Sudan - Aweil (Town)
2014-04-15,SSP/L,Fuel (petrol-gasoline) - Retail,10.0,South Sudan - Aweil (Town)
2014-05-15,SSP/L,Fuel (petrol-gasoline) - Retail,10.0,South Sudan - Aweil (Town)
2014-06-15,SSP/L,Fuel (petrol-gasoline) - Retail,10.0,South Sudan - Aweil (Town)
2014-07-15,SSP/L,Fuel (petrol-gasoline) - Retail,10.0,South Sudan - Aweil (Town)
2015-05-15,SSP/L,Fuel (petrol-gasoline) - Retail,19.0,South Sudan - Aweil (Town)
2015-06-15,SSP/L,Fuel (petrol-gasoline) - Retail,20.0,South Sudan - Aweil (Town)
2015-07-15,SSP/L,Fuel (petrol-gasoline) - Retail,18.5,South Sudan - Aweil (Town)
2015-08-15,SSP/L,Fuel (petrol-gasoline) - Retail,19.0,South Sudan - Aweil (Town)
2015-09-15,SSP/L,Fuel (petrol-gasoline) - Retail,20.0,South Sudan - Aweil (Town)
2015-10-15,SSP/L,Fuel (petrol-gasoline) - Retail,19.5,South Sudan - Aweil (Town)
2015-11-15,SSP/L,Fuel (petrol-gasoline) - Retail,20.0,South Sudan - Aweil (Town)
2015-12-15,SSP/L,Fuel (petrol-gasoline) - Retail,22.0,South Sudan - Aweil (Town)
2016-01-15,SSP/L,Fuel (petrol-gasoline) - Retail,34.0,South Sudan - Aweil (Town)
2016-02-15,SSP/L,Fuel (petrol-gasoline) - Retail,34.2,South Sudan - Aweil (Town)
2016-03-15,SSP/L,Fuel (petrol-gasoline) - Retail,35.5,South Sudan - Aweil (Town)
2016-04-15,SSP/L,Fuel (petrol-gasoline) - Retail,34.2,South Sudan - Aweil (Town)
2016-05-15,SSP/L,Fuel (petrol-gasoline) - Retail,42.2,South Sudan - Aweil (Town)
2016-06-15,SSP/L,Fuel (petrol-gasoline) - Retail,33.0,South Sudan - Aweil (Town)
2016-07-15,SSP/L,Fuel (petrol-gasoline) - Retail,77.5,South Sudan - Aweil (Town)
2016-08-15,SSP/L,Fuel (petrol-gasoline) - Retail,108.8,South Sudan - Aweil (Town)
2016-09-15,SSP/L,Fuel (petrol-gasoline) - Retail,257.5,South Sudan - Aweil (Town)
2016-10-15,SSP/L,Fuel (petrol-gasoline) - Retail,185.0,South Sudan - Aweil (Town)
2016-11-15,SSP/L,Fuel (petrol-gasoline) - Retail,112.5,South Sudan - Aweil (Town)
2016-12-15,SSP/L,Fuel (petrol-gasoline) - Retail,107.5,South Sudan - Aweil (Town)
2017-01-15,SSP/L,Fuel (petrol-gasoline) - Retail,96.2,South Sudan - Aweil (Town)
2017-02-15,SSP/L,Fuel (petrol-gasoline) - Retail,130.0,South Sudan - Aweil (Town)
2017-03-15,SSP/L,Fuel (petrol-gasoline) - Retail,120.0,South Sudan - Aweil (Town)
2017-04-15,SSP/L,Fuel (petrol-gasoline) - Retail,178.0,South Sudan - Aweil (Town)
2017-05-15,SSP/L,Fuel (petrol-gasoline) - Retail,200.0,South Sudan - Aweil (Town)
2017-06-15,SSP/L,Fuel (petrol-gasoline) - Retail,200.0,South Sudan - Aweil (Town)
2017-07-15,SSP/L,Fuel (petrol-gasoline) - Retail,160.0,South Sudan - Aweil (Town)
2017-08-15,SSP/L,Fuel (petrol-gasoline) - Retail,240.0,South Sudan - Aweil (Town)
2017-10-15,SSP/L,Fuel (petrol-gasoline) - Retail,293.0,South Sudan - Aweil (Town)
2017-11-15,SSP/L,Fuel (petrol-gasoline) - Retail,286.0,South Sudan - Aweil (Town)
2017-12-15,SSP/L,Fuel (petrol-gasoline) - Retail,284.0,South Sudan - Aweil (Town)
2018-01-15,SSP/L,Fuel (petrol-gasoline) - Retail,264.0,South Sudan - Aweil (Town)
2018-07-15,SSP/L,Fuel (petrol-gasoline) - Retail,537.5,South Sudan - Aweil (Town)
2018-08-15,SSP/L,Fuel (petrol-gasoline) - Retail,550.0,South Sudan - Aweil (Town)
2018-12-15,SSP/L,Fuel (petrol-gasoline) - Retail,300.0,South Sudan - Aweil (Town)
2014-03-15,SSP/3.5 KG,Cassava (dry) - Retail,7.0,South Sudan - Aweil (Town)
2014-04-15,SSP/3.5 KG,Cassava (dry) - Retail,7.0,South Sudan - Aweil (Town)
2017-02-15,SSP/USD/LCU,Exchange rate - Retail,106.0,South Sudan - Aweil (Town)
2017-03-15,SSP/USD/LCU,Exchange rate - Retail,106.0,South Sudan - Aweil (Town)
2017-04-15,SSP/USD/LCU,Exchange rate - Retail,114.3,South Sudan - Aweil (Town)
2018-03-15,SSP/Day,"Wage (non-qualified labour, non-agricultural) - Retail",358.0,South Sudan - Aweil (Town)
2018-04-15,SSP/Day,"Wage (non-qualified labour, non-agricultural) - Retail",400.0,South Sudan - Aweil (Town)
2018-06-15,SSP/Day,"Wage (non-qualified labour, non-agricultural) - Retail",500.0,South Sudan - Aweil (Town)
2018-07-15,SSP/Day,"Wage (non-qualified labour, non-agricultural) - Retail",500.0,South Sudan - Aweil (Town)
2018-08-15,SSP/Day,"Wage (non-qualified labour, non-agricultural) - Retail",550.0,South Sudan - Aweil (Town)
2018-09-15,SSP/Day,"Wage (non-qualified labour, non-agricultural) - Retail",550.0,South Sudan - Aweil (Town)
2018-10-15,SSP/Day,"Wage (non-qualified labour, non-agricultural) - Retail",550.0,South Sudan - Aweil (Town)
2018-12-15,SSP/Day,"Wage (non-qualified labour, non-agricultural) - Retail",550.0,South Sudan - Aweil (Town)
2019-03-15,SSP/Day,"Wage (non-qualified labour, non-agricultural) - Retail",613.0,South Sudan - Aweil (Town)
2016-10-15,SSP/USD/LCU,Exchange rate (unofficial) - Retail,68.0,South Sudan - Aweil (Town)
2016-11-15,SSP/USD/LCU,Exchange rate (unofficial) - Retail,71.0,South Sudan - Aweil (Town)
2016-12-15,SSP/USD/LCU,Exchange rate (unofficial) - Retail,77.0,South Sudan - Aweil (Town)
2017-01-15,SSP/USD/LCU,Exchange rate (unofficial) - Retail,100.4,South Sudan - Aweil (Town)
2017-02-15,SSP/USD/LCU,Exchange rate (unofficial) - Retail,111.15,South Sudan - Aweil (Town)
2017-03-15,SSP/USD/LCU,Exchange rate (unofficial) - Retail,115.0,South Sudan - Aweil (Town)
2018-03-15,SSP/L,"Fuel (diesel, parallel market) - Retail",250.0,South Sudan - Aweil (Town)
2018-04-15,SSP/L,"Fuel (diesel, parallel market) - Retail",338.0,South Sudan - Aweil (Town)
2018-06-15,SSP/L,"Fuel (diesel, parallel market) - Retail",656.0,South Sudan - Aweil (Town)
2018-07-15,SSP/L,"Fuel (diesel, parallel market) - Retail",500.0,South Sudan - Aweil (Town)
2018-08-15,SSP/L,"Fuel (diesel, parallel market) - Retail",408.0,South Sudan - Aweil (Town)
2018-09-15,SSP/L,"Fuel (diesel, parallel market) - Retail",366.0,South Sudan - Aweil (Town)
2018-10-15,SSP/L,"Fuel (diesel, parallel market) - Retail",300.0,South Sudan - Aweil (Town)
2018-12-15,SSP/L,"Fuel (diesel, parallel market) - Retail",320.0,South Sudan - Aweil (Town)
2019-03-15,SSP/L,"Fuel (diesel, parallel market) - Retail",370.0,South Sudan - Aweil (Town)
2018-03-15,SSP/L,"Fuel (petrol-gasoline, parallel market) - Retail",345.0,South Sudan - Aweil (Town)
2018-04-15,SSP/L,"Fuel (petrol-gasoline, parallel market) - Retail",484.0,South Sudan - Aweil (Town)
2018-06-15,SSP/L,"Fuel (petrol-gasoline, parallel market) - Retail",638.0,South Sudan - Aweil (Town)
2018-07-15,SSP/L,"Fuel (petrol-gasoline, parallel market) - Retail",650.0,South Sudan - Aweil (Town)
2018-08-15,SSP/L,"Fuel (petrol-gasoline, parallel market) - Retail",663.0,South Sudan - Aweil (Town)
2018-09-15,SSP/L,"Fuel (petrol-gasoline, parallel market) - Retail",500.0,South Sudan - Aweil (Town)
2018-10-15,SSP/L,"Fuel (petrol-gasoline, parallel market) - Retail",250.0,South Sudan - Aweil (Town)
2018-12-15,SSP/L,"Fuel (petrol-gasoline, parallel market) - Retail",360.0,South Sudan - Aweil (Town)
2019-03-15,SSP/L,"Fuel (petrol-gasoline, parallel market) - Retail",370.0,South Sudan - Aweil (Town)
2018-06-15,SSP/Head,"Livestock (sheep, medium-sized male) - Retail",18875.0,South Sudan - Aweil (Town)
2018-07-15,SSP/Head,"Livestock (sheep, medium-sized male) - Retail",14325.0,South Sudan - Aweil (Town)
2018-08-15,SSP/Head,"Livestock (sheep, medium-sized male) - Retail",11163.0,South Sudan - Aweil (Town)
2018-09-15,SSP/Head,"Livestock (sheep, medium-sized male) - Retail",12000.0,South Sudan - Aweil (Town)
2018-10-15,SSP/Head,"Livestock (sheep, medium-sized male) - Retail",11825.0,South Sudan - Aweil (Town)
2018-12-15,SSP/Head,"Livestock (sheep, medium-sized male) - Retail",6325.0,South Sudan - Aweil (Town)
2019-03-15,SSP/Head,"Livestock (sheep, medium-sized male) - Retail",7900.0,South Sudan - Aweil (Town)
2018-03-15,SSP/Head,"Livestock (goat, medium-sized male) - Retail",12600.0,South Sudan - Aweil (Town)
2018-04-15,SSP/Head,"Livestock (goat, medium-sized male) - Retail",11325.0,South Sudan - Aweil (Town)
2018-06-15,SSP/Head,"Livestock (goat, medium-sized male) - Retail",17000.0,South Sudan - Aweil (Town)
2018-07-15,SSP/Head,"Livestock (goat, medium-sized male) - Retail",17100.0,South Sudan - Aweil (Town)
2018-08-15,SSP/Head,"Livestock (goat, medium-sized male) - Retail",12950.0,South Sudan - Aweil (Town)
2018-09-15,SSP/Head,"Livestock (goat, medium-sized male) - Retail",11725.0,South Sudan - Aweil (Town)
2018-10-15,SSP/Head,"Livestock (goat, medium-sized male) - Retail",11025.0,South Sudan - Aweil (Town)
2018-12-15,SSP/Head,"Livestock (goat, medium-sized male) - Retail",6100.0,South Sudan - Aweil (Town)
2019-03-15,SSP/Head,"Livestock (goat, medium-sized male) - Retail",9063.0,South Sudan - Aweil (Town)
2019-03-15,SSP/50 KG,"Sorghum (white, imported) - Wholesale",4625.0,South Sudan - Aweil (Town)
2007-09-15,SSP/3.5 KG,"Sorghum (white, imported) - Retail",2.75,South Sudan - Aweil (Town)
2007-10-15,SSP/3.5 KG,"Sorghum (white, imported) - Retail",2.85,South Sudan - Aweil (Town)
2007-11-15,SSP/3.5 KG,"Sorghum (white, imported) - Retail",2.475,South Sudan - Aweil (Town)
2007-12-15,SSP/3.5 KG,"Sorghum (white, imported) - Retail",2.5667,South Sudan - Aweil (Town)
2008-01-15,SSP/3.5 KG,"Sorghum (white, imported) - Retail",3.0,South Sudan - Aweil (Town)
2008-02-15,SSP/3.5 KG,"Sorghum (white, imported) - Retail",3.25,South Sudan - Aweil (Town)
2008-03-15,SSP/3.5 KG,"Sorghum (white, imported) - Retail",4.0667,South Sudan - Aweil (Town)
2008-04-15,SSP/3.5 KG,"Sorghum (white, imported) - Retail",4.2333,South Sudan - Aweil (Town)
2008-05-15,SSP/3.5 KG,"Sorghum (white, imported) - Retail",4.25,South Sudan - Aweil (Town)
2008-06-15,SSP/3.5 KG,"Sorghum (white, imported) - Retail",4.0,South Sudan - Aweil (Town)
2008-07-15,SSP/3.5 KG,"Sorghum (white, imported) - Retail",4.0,South Sudan - Aweil (Town)
2008-08-15,SSP/3.5 KG,"Sorghum (white, imported) - Retail",4.0,South Sudan - Aweil (Town)
2008-09-15,SSP/3.5 KG,"Sorghum (white, imported) - Retail",3.5,South Sudan - Aweil (Town)
2008-10-15,SSP/3.5 KG,"Sorghum (white, imported) - Retail",3.0,South Sudan - Aweil (Town)
2008-11-15,SSP/3.5 KG,"Sorghum (white, imported) - Retail",3.0,South Sudan - Aweil (Town)
2008-12-15,SSP/3.5 KG,"Sorghum (white, imported) - Retail",3.0,South Sudan - Aweil (Town)
2009-01-15,SSP/3.5 KG,"Sorghum (white, imported) - Retail",2.95,South Sudan - Aweil (Town)
2009-02-15,SSP/3.5 KG,"Sorghum (white, imported) - Retail",3.0,South Sudan - Aweil (Town)
2009-03-15,SSP/3.5 KG,"Sorghum (white, imported) - Retail",3.0,South Sudan - Aweil (Town)
2009-04-15,SSP/3.5 KG,"Sorghum (white, imported) - Retail",6.0,South Sudan - Aweil (Town)
2009-05-15,SSP/3.5 KG,"Sorghum (white, imported) - Retail",5.325,South Sudan - Aweil (Town)
2009-06-15,SSP/3.5 KG,"Sorghum (white, imported) - Retail",5.1,South Sudan - Aweil (Town)
2009-07-15,SSP/3.5 KG,"Sorghum (white, imported) - Retail",5.1,South Sudan - Aweil (Town)
2009-08-15,SSP/3.5 KG,"Sorghum (white, imported) - Retail",4.85,South Sudan - Aweil (Town)
2009-09-15,SSP/3.5 KG,"Sorghum (white, imported) - Retail",5.0,South Sudan - Aweil (Town)
2009-10-15,SSP/3.5 KG,"Sorghum (white, imported) - Retail",5.0,South Sudan - Aweil (Town)
2009-11-15,SSP/3.5 KG,"Sorghum (white, imported) - Retail",5.0,South Sudan - Aweil (Town)
2009-12-15,SSP/3.5 KG,"Sorghum (white, imported) - Retail",5.625,South Sudan - Aweil (Town)
2010-01-15,SSP/3.5 KG,"Sorghum (white, imported) - Retail",6.0,South Sudan - Aweil (Town)
2010-02-15,SSP/3.5 KG,"Sorghum (white, imported) - Retail",6.0,South Sudan - Aweil (Town)
2010-03-15,SSP/3.5 KG,"Sorghum (white, imported) - Retail",4.75,South Sudan - Aweil (Town)
2010-04-15,SSP/3.5 KG,"Sorghum (white, imported) - Retail",5.75,South Sudan - Aweil (Town)
2010-05-15,SSP/3.5 KG,"Sorghum (white, imported) - Retail",6.5,South Sudan - Aweil (Town)
2010-06-15,SSP/3.5 KG,"Sorghum (white, imported) - Retail",6.3333,South Sudan - Aweil (Town)
2010-07-15,SSP/3.5 KG,"Sorghum (white, imported) - Retail",5.2,South Sudan - Aweil (Town)
2010-08-15,SSP/3.5 KG,"Sorghum (white, imported) - Retail",5.0,South Sudan - Aweil (Town)
2010-09-15,SSP/3.5 KG,"Sorghum (white, imported) - Retail",5.0,South Sudan - Aweil (Town)
2010-10-15,SSP/3.5 KG,"Sorghum (white, imported) - Retail",4.5,South Sudan - Aweil (Town)
2010-11-15,SSP/3.5 KG,"Sorghum (white, imported) - Retail",4.0,South Sudan - Aweil (Town)
2010-12-15,SSP/3.5 KG,"Sorghum (white, imported) - Retail",4.6,South Sudan - Aweil (Town)
2011-01-15,SSP/3.5 KG,"Sorghum (white, imported) - Retail",5.0,South Sudan - Aweil (Town)
2011-02-15,SSP/3.5 KG,"Sorghum (white, imported) - Retail",5.0,South Sudan - Aweil (Town)
2011-03-15,SSP/3.5 KG,"Sorghum (white, imported) - Retail",5.0,South Sudan - Aweil (Town)
2011-04-15,SSP/3.5 KG,"Sorghum (white, imported) - Retail",6.0,South Sudan - Aweil (Town)
2011-05-15,SSP/3.5 KG,"Sorghum (white, imported) - Retail",6.0,South Sudan - Aweil (Town)
2011-06-15,SSP/3.5 KG,"Sorghum (white, imported) - Retail",8.0,South Sudan - Aweil (Town)
2011-07-15,SSP/3.5 KG,"Sorghum (white, imported) - Retail",9.75,South Sudan - Aweil (Town)
2011-08-15,SSP/3.5 KG,"Sorghum (white, imported) - Retail",14.75,South Sudan - Aweil (Town)
2011-09-15,SSP/3.5 KG,"Sorghum (white, imported) - Retail",19.25,South Sudan - Aweil (Town)
2011-10-15,SSP/3.5 KG,"Sorghum (white, imported) - Retail",15.0,South Sudan - Aweil (Town)
2011-11-15,SSP/3.5 KG,"Sorghum (white, imported) - Retail",12.0,South Sudan - Aweil (Town)
2011-12-15,SSP/3.5 KG,"Sorghum (white, imported) - Retail",13.0,South Sudan - Aweil (Town)
2012-01-15,SSP/3.5 KG,"Sorghum (white, imported) - Retail",12.25,South Sudan - Aweil (Town)
2012-02-15,SSP/3.5 KG,"Sorghum (white, imported) - Retail",12.0,South Sudan - Aweil (Town)
2012-03-15,SSP/3.5 KG,"Sorghum (white, imported) - Retail",12.2,South Sudan - Aweil (Town)
2012-04-15,SSP/3.5 KG,"Sorghum (white, imported) - Retail",18.0,South Sudan - Aweil (Town)
2012-05-15,SSP/3.5 KG,"Sorghum (white, imported) - Retail",22.0,South Sudan - Aweil (Town)
2012-07-15,SSP/3.5 KG,"Sorghum (white, imported) - Retail",9.8,South Sudan - Aweil (Town)
2012-08-15,SSP/3.5 KG,"Sorghum (white, imported) - Retail",14.8,South Sudan - Aweil (Town)
2012-09-15,SSP/3.5 KG,"Sorghum (white, imported) - Retail",19.2,South Sudan - Aweil (Town)
2012-10-15,SSP/3.5 KG,"Sorghum (white, imported) - Retail",10.0,South Sudan - Aweil (Town)
2012-11-15,SSP/3.5 KG,"Sorghum (white, imported) - Retail",8.75,South Sudan - Aweil (Town)
2012-12-15,SSP/3.5 KG,"Sorghum (white, imported) - Retail",10.0,South Sudan - Aweil (Town)
2013-01-15,SSP/3.5 KG,"Sorghum (white, imported) - Retail",10.0,South Sudan - Aweil (Town)
2013-02-15,SSP/3.5 KG,"Sorghum (white, imported) - Retail",20.0,South Sudan - Aweil (Town)
2013-03-15,SSP/3.5 KG,"Sorghum (white, imported) - Retail",12.0,South Sudan - Aweil (Town)
2013-04-15,SSP/3.5 KG,"Sorghum (white, imported) - Retail",11.2,South Sudan - Aweil (Town)
2013-05-15,SSP/3.5 KG,"Sorghum (white, imported) - Retail",11.2,South Sudan - Aweil (Town)
2013-06-15,SSP/3.5 KG,"Sorghum (white, imported) - Retail",12.2,South Sudan - Aweil (Town)
2013-07-15,SSP/3.5 KG,"Sorghum (white, imported) - Retail",12.0,South Sudan - Aweil (Town)
2013-08-15,SSP/3.5 KG,"Sorghum (white, imported) - Retail",9.5,South Sudan - Aweil (Town)
2013-09-15,SSP/3.5 KG,"Sorghum (white, imported) - Retail",12.0,South Sudan - Aweil (Town)
2013-10-15,SSP/3.5 KG,"Sorghum (white, imported) - Retail",8.75,South Sudan - Aweil (Town)
2013-11-15,SSP/3.5 KG,"Sorghum (white, imported) - Retail",10.0,South Sudan - Aweil (Town)
2013-12-15,SSP/3.5 KG,"Sorghum (white, imported) - Retail",10.0,South Sudan - Aweil (Town)
2014-01-15,SSP/3.5 KG,"Sorghum (white, imported) - Retail",12.0,South Sudan - Aweil (Town)
2014-02-15,SSP/3.5 KG,"Sorghum (white, imported) - Retail",12.0,South Sudan - Aweil (Town)
2014-03-15,SSP/3.5 KG,"Sorghum (white, imported) - Retail",12.0,South Sudan - Aweil (Town)
2014-04-15,SSP/3.5 KG,"Sorghum (white, imported) - Retail",12.0,South Sudan - Aweil (Town)
2014-05-15,SSP/3.5 KG,"Sorghum (white, imported) - Retail",12.0,South Sudan - Aweil (Town)
2014-06-15,SSP/3.5 KG,"Sorghum (white, imported) - Retail",14.0,South Sudan - Aweil (Town)
2014-07-15,SSP/3.5 KG,"Sorghum (white, imported) - Retail",15.0,South Sudan - Aweil (Town)
2014-08-15,SSP/3.5 KG,"Sorghum (white, imported) - Retail",16.75,South Sudan - Aweil (Town)
2014-09-15,SSP/3.5 KG,"Sorghum (white, imported) - Retail",11.75,South Sudan - Aweil (Town)
2014-10-15,SSP/3.5 KG,"Sorghum (white, imported) - Retail",10.5,South Sudan - Aweil (Town)
2014-11-15,SSP/3.5 KG,"Sorghum (white, imported) - Retail",12.3333,South Sudan - Aweil (Town)
